short_id	faixa	marca	classe	categoria	nome	numero	evidencias	praise	texto	pdf_id
0284	sem_louvor	✓	criar_praise	Cifra	Não sei se você já ouviu falar				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlRzT2pieUJ6WldrZ2MyVWdkbTlqdzZvZ2FzT2hJRzkxZG1sMUlHWmhiR0Z5TDBOcFpuSmhMbkJrWmc9PS5wZGY=
0285	sem_louvor	✓	criar_praise	Cifra	Não tenhas sobre ti				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlRzT2pieUIwWlc1b1lYTWdjMjlpY21VZ2RHa3ZRMmxtY21FdWNHUm0ucGRm
0286	media	✓	adicionar_material	Cifra	Não toqueis em nada impuro		nome+kind-unico	f9df5995	adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlRzT2pieUIwYjNGMVpXbHpJR1Z0SUc1aFpHRWdhVzF3ZFhKdkwwTnBabkpoTG5Ca1pnPT0ucGRm
0288	sem_louvor	·	adicionar_junto_com	Partitura	Nós Estamos Aqui (Exaltado)				adicione como choir junto com 028a	QXZ1bHNvcy8zNTYucGRm
0289	sem_louvor	·	criar_praise	Cifra	Nós devemos estar confiantes				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlRzT3pjeUJrWlhabGJXOXpJR1Z6ZEdGeUlHTnZibVpwWVc1MFpYTXZRMmxtY21FdWNHUm0ucGRm
028b	media	✓	manter_coldigom	Cifra	O Amigo incomparável		num+slug+kind-unico	e74885a8	manter do coldigom	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlR5QkJiV2xuYnlCcGJtTnZiWEJoY3NPaGRtVnNMME5wWm5KaExuQmtaZz09LnBkZg==
028d	ambiguo	✓	(sem texto)	Partitura	O Amor De Deus é Grande		num+slug			QXZ1bHNvcy82MjEucGRm
028e	ambiguo	✓	adicionar_material	Partitura	O Anjo Do Egito		nome	37770946	Adicionar como choir	QXZ1bHNvcy82MzAucGRm
028f	alta	✓	(sem texto)	Partitura	O Deserto		nome+hash	100b2a15		MDYxMTIwMjUvTyBEZXNlcnRvL1BhcnRpdHVyYS5wZGY=
0290	ambiguo	✓	nao_levar	Partitura	O Deus a Quem Servimos		num+slug		Mas não precisa levar pro PLPCG	QXZ1bHNvcy82NDQucGRm
0291	sem_louvor	·	criar_praise	Cifra	O Escudo				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlR5QkZjMk4xWkc4dlEybG1jbUV1Y0dSbS5wZGY=
0295	media	✓	nao_levar	Partitura	O Estandarte Desta Igreja		num+kind-unico	7a513a04	Não precisa levar	QXZ1bHNvcy82NDcucGRm
0296	media	✓	(sem texto)	Partitura	O Fim Vem!		hash-so	20d07a34		QXZ1bHNvcy9EcExJQ00gLSBPIEZpbSBWZW0gLSBDT1JPLnBkZg==
0297	ambiguo	✓	nao_levar	Partitura	O Grande Amor do Meu Senhor		num+slug	f760faed	Não precisa levar pro Coldigom.	QXZ1bHNvcy82NjAucGRm
0298	ambiguo	✓	(sem texto)	Partitura	O Grande Dia Está Chegando		num	663cbf81		QXZ1bHNvcy82NjUucGRm
0299	sem_louvor	·	criar_praise	Partitura	O Jardim Onde Cristo Me Espera (Jardim de oração) (Oh Que Lindo Jardim)				Criar praise e adicionar como Choir	QXZ1bHNvcy80NDEucGRm
029a	ambiguo	✓	nao_levar	Partitura	O Meu Viver é Cristo		num	befde552	Não precisa levar	QXZ1bHNvcy82NzEucGRm
029b	sem_louvor	·	criar_praise	Partitura	O Que Deus Pode Fazer (Deus El Shaday)				Criar praise e adicionar como Cifra	QXZ1bHNvcy8yNTUucGRm
029e	sem_louvor	✓	criar_praise	Partitura	O Rei Vem!				Criar praise e adicionar como Coro e piano	MDUwNDIwMjYvTyBSZWkgVmVtIS9Db3JvLnBkZg==
029f	sem_louvor	✓	criar_praise	Cifra	O Senhor está cuidando de você				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlR5QlRaVzVvYjNJZ1pYTjB3NkVnWTNWcFpHRnVaRzhnWkdVZ2RtOWp3Nm92UTJsbWNtRXVjR1JtLnBkZg==
02a0	ambiguo	✗	criar_praise	Cifra	O Senhor me guarda		nome~	f5fdc84c	Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlR5QlRaVzVvYjNJZ2JXVWdaM1ZoY21SaEwwTnBabkpoTG5Ca1pnPT0ucGRm
02a1	media	✓	manter_coldigom	Cifra	O Senhor tu és o meu pastor		num+classe+kind-unico	10b4247d	Manter o do Coldigom	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlR5QlRaVzVvYjNJZ2RIVWd3Nmx6SUc4Z2JXVjFJSEJoYzNSdmNpOURhV1p5WVM1d1pHWT0ucGRm
02a2	media	✓	(sem texto)	Partitura	O Senhor é Minha Luz (Salmo 27)		nome~+hash	7cf98f00		QXZ1bHNvcy82ODUucGRm
02a3	media	·	adicionar_material	Cifra	O Senhor é a minha rocha		nome~+classe	3fc02b31	adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlR5QlRaVzVvYjNJZ3c2a2dZU0J0YVc1b1lTQnliMk5vWVM5RGFXWnlZUzV3WkdZPS5wZGY=
02a4	ambiguo	✓	(sem texto)	Partitura	O Senhor é a minha rocha		nome~+classe	3fc02b31		YXNzZXRzL0F2dWxzb3MgRGl2ZXJzb3MvNjkyLnBkZg
02a5	media	✓	(sem texto)	Partitura	O Senhor é meu Pastor (Cântico de Davi)		hash-so	25d9d234		MDYxMTIwMjUvTyBTZW5ob3Igw6kgbWV1IFBhc3RvciAoQ8OibnRpY28gZGUgRGF2aSkvUGFydGl0dXJhLnBkZg==
02a6	media	✓	(sem texto)	Partitura	O Senhor é o Meu Pastor (Salmo 23)		nome~+classe+hash	edfa2a86		QXZ1bHNvcy84NzMucGRm
02a8	sem_louvor	·	criar_praise	Cifra	O Senhor é um guerreiro				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlR5QlRaVzVvYjNJZ3c2a2dkVzBnWjNWbGNuSmxhWEp2TDBOcFpuSmhMbkJrWmc9PS5wZGY=
02ab	sem_louvor	·	criar_praise	Cifra	O amor de Deus não muda				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlR5QmhiVzl5SUdSbElFUmxkWE1nYnNPamJ5QnRkV1JoTDBOcFpuSmhMbkJrWmc9PS5wZGY=
02ac	ambiguo	✗	criar_praise	Cifra	O amor de Jesus		nome~	e98e145e	Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlR5QmhiVzl5SUdSbElFcGxjM1Z6TDBOcFpuSmhMbkJrWmc9PS5wZGY=
02ad	faltante	·	adicionar_junto_com	Cifra	O amor do nosso Pai		num+slug	cc765216	adicionar como Cifra junto com 0524	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlR5QmhiVzl5SUdSdklHNXZjM052SUZCaGFTOURhV1p5WVM1d1pHWT0ucGRm
02ae	media	✓	manter_coldigom	Cifra	O anjo do Egito		nome+kind-unico	37770946	Manter do Coldigom	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlR5QmhibXB2SUdSdklFVm5hWFJ2TDBOcFpuSmhMbkJrWmc9PS5wZGY=
02af	sem_louvor	·	criar_praise	Cifra	O bem da salvação				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlR5QmlaVzBnWkdFZ2MyRnNkbUhEcDhPamJ5OURhV1p5WVM1d1pHWT0ucGRm
02b0	media	✗	adicionar_junto_com	Cifra	O bom Pastor		nome~	cdd78f61	adicionar como Cifra junto com 02b1	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlR5QmliMjBnVUdGemRHOXlMME5wWm5KaExuQmtaZz09LnBkZg==
02b1	media	✓	(sem texto)	Partitura	O bom Pastor (Quero o Salvador)		nome+kind-unico	cdd78f61		QXZ1bHNvcy82MzcucGRm
02b2	media	✓	adicionar_material	Cifra	O caminho de Sião		num+slug+kind-unico	a812fdb8	adicionar como cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlR5QmpZVzFwYm1odklHUmxJRk5wdzZOdkwwTnBabkpoTG5Ca1pnPT0ucGRm
02b3	sem_louvor	·	criar_praise	Cifra	O chamado				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlR5QmphR0Z0WVdSdkwwTnBabkpoTG5Ca1pnPT0ucGRm
02b4	sem_louvor	·	criar_praise	Cifra	O choro				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlR5QmphRzl5Ynk5RGFXWnlZUzV3WkdZPS5wZGY=
02b5	media	✗	criar_praise	Cifra	O clamor pelo sangue de Jesus		nome~+classe+kind-unico	13a20300	Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlR5QmpiR0Z0YjNJZ2NHVnNieUJ6WVc1bmRXVWdaR1VnU21WemRYTXZRMmxtY21FdWNHUm0ucGRm
02b6	sem_louvor	✓	criar_praise	Cifra	O culto hoje vai ser maravilhoso				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlR5QmpkV3gwYnlCb2IycGxJSFpoYVNCelpYSWdiV0Z5WVhacGJHaHZjMjh2UTJsbWNtRXVjR1JtLnBkZg==
02b7	faltante	✗	criar_praise	Cifra	O dia da vitória		nome	b4d70d09	Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlR5QmthV0VnWkdFZ2RtbDB3N055YVdFdlEybG1jbUV1Y0dSbS5wZGY=
02b8	media	✗	criar_praise	Cifra	O espírito de Deus te trouxe aqui		nome~	01a2c719	Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlR5QmxjM0REclhKcGRHOGdaR1VnUkdWMWN5QjBaU0IwY205MWVHVWdZWEYxYVM5RGFXWnlZUzV3WkdZPS5wZGY=
02b9	sem_louvor	·	criar_praise	Cifra	O filho pródigo				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlR5Qm1hV3hvYnlCd2NzT3paR2xuYnk5RGFXWnlZUzV3WkdZPS5wZGY=
02ba	sem_louvor	·	adicionar_junto_com	Cifra	O fim vem				adicionar Cifra junto com 0296	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlR5Qm1hVzBnZG1WdEwwTnBabkpoTG5Ca1pnPT0ucGRm
02bb	ambiguo	✓	nao_levar	Cifra	O grande amor do meu Senhor		num+slug	f760faed	Não precisa levar pro Coldigom.	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlR5Qm5jbUZ1WkdVZ1lXMXZjaUJrYnlCdFpYVWdVMlZ1YUc5eUwwTnBabkpoTG5Ca1pnPT0ucGRm
02bc	sem_louvor	·	criar_praise	Cifra	O maior milagre				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlR5QnRZV2x2Y2lCdGFXeGhaM0psTDBOcFpuSmhMbkJrWmc9PS5wZGY=
02bd	sem_louvor	·	criar_praise	Cifra	O melhor lugar do mundo				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlR5QnRaV3hvYjNJZ2JIVm5ZWElnWkc4Z2JYVnVaRzh2UTJsbWNtRXVjR1JtLnBkZg==
02be	sem_louvor	·	criar_praise	Cifra	O meu Amor é Jesus				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlR5QnRaWFVnUVcxdmNpRERxU0JLWlhOMWN5OURhV1p5WVM1d1pHWT0ucGRm
02bf	sem_louvor	·	criar_praise	Cifra	O meu Jesus pode voltar agora				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlR5QnRaWFVnU21WemRYTWdjRzlrWlNCMmIyeDBZWElnWVdkdmNtRXZRMmxtY21FdWNHUm0ucGRm
02c0	ambiguo	✓	nao_levar	Cifra	O meu viver é Cristo		num	befde552	Não precisa levar	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlR5QnRaWFVnZG1sMlpYSWd3NmtnUTNKcGMzUnZMME5wWm5KaExuQmtaZz09LnBkZg==
02c2	sem_louvor	✓	criar_praise	Cifra	O nosso general é Cristo				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlR5QnViM056YnlCblpXNWxjbUZzSU1PcElFTnlhWE4wYnk5RGFXWnlZUzV3WkdZPS5wZGY=
02c3	faltante	✗	criar_praise	Cifra	O novo céu		nome	9bd3c958	Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlR5QnViM1p2SUdQRHFYVXZRMmxtY21FdWNHUm0ucGRm
02c4	ambiguo	✓	nao_levar	Cifra	O que os olhos nunca viram		num	448c7d76	Não precisa levar	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlR5QnhkV1VnYjNNZ2IyeG9iM01nYm5WdVkyRWdkbWx5WVcwdlEybG1jbUV1Y0dSbS5wZGY=
02c5	faltante	✗	criar_praise	Cifra	O rei da glória		nome	af4a335f	Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlR5QnlaV2tnWkdFZ1oyekRzM0pwWVM5RGFXWnlZUzV3WkdZPS5wZGY=
02c6	sem_louvor	·	criar_praise	Cifra	O toque de Deus				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlR5QjBiM0YxWlNCa1pTQkVaWFZ6TDBOcFpuSmhMbkJrWmc9PS5wZGY=
02c7	sem_louvor	·	criar_praise	Cifra	Obedecer				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlQySmxaR1ZqWlhJdlEybG1jbUV1Y0dSbS5wZGY=
02c8	sem_louvor	·	adicionar_junto_com	Partitura	Obedecer				adicionar como Choir junto com 02c7	MDUwNDIwMjYvT2JlZGVjZXIvQ29yby5wZGY=
02c9	sem_louvor	·	criar_praise	Partitura	Obra Santa				Criar praise e adicionar como Choir	MDUwNDIwMjYvT2JyYSBTYW50YS9Db3JvLnBkZg==
02ca	faltante	✗	criar_praise	Cifra	Obra especial		nome	f40957c4	Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlQySnlZU0JsYzNCbFkybGhiQzlEYVdaeVlTNXdaR1k9LnBkZg==
02cf	media	✓	(sem texto)	Partitura	Oh Senhor vem me dirigir		nome~+classe+hash	271b3a28		QXZ1bHNvcy82MTMucGRm
02d0	media	✓	adicionar_material	Partitura	Oh! Contemplai		num+kind-unico	ea70ec7b	Adiciona como Choir	MDUwNDIwMjYvT2ghIENvbnRlbXBsYWkgL0Nvcm8ucGRm
02d1	sem_louvor	✓	criar_praise	Cifra	Oh! Deus aqui viemos te adorar				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlQyZ2hJRVJsZFhNZ1lYRjFhU0IyYVdWdGIzTWdkR1VnWVdSdmNtRnlMME5wWm5KaExuQmtaZz09LnBkZg==
02d2	sem_louvor	✓	criar_praise	Cifra	Oh! Deus triuno				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlQyZ2hJRVJsZFhNZ2RISnBkVzV2TDBOcFpuSmhMbkJrWmc9PS5wZGY=
02d3	sem_louvor	✓	criar_praise	Partitura	Oh! Fronte Ensanguentada				Criar praise e adicionar como Choir	MDUwNDIwMjYvT2ghIEZyb250ZSBFbnNhbmd1ZW50YWRhIC9Db3JvLnBkZg==
02d4	ambiguo	✗	(sem texto)	Cifra	Oh! Vem adorar		nome~	63804ec5		QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlQyZ2hJRlpsYlNCaFpHOXlZWEl2UTJsbWNtRXVjR1JtLnBkZg==
02d5	sem_louvor	·	criar_praise	Cifra	Olha pra mim Senhor				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlQyeG9ZU0J3Y21FZ2JXbHRJRk5sYm1odmNpOURhV1p5WVM1d1pHWT0ucGRm
02d6	ambiguo	✓	(sem texto)	Partitura	Olhar Unicamente Para Jesus		num+classe	7903174b		QXZ1bHNvcy83MjAucGRm
02d7	ambiguo	·	manter_coldigom	Cifra	Olhar unicamente a Jesus		nome	7903174b	Manter o do Coldigom	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlQyeG9ZWElnZFc1cFkyRnRaVzUwWlNCaElFcGxjM1Z6TDBOcFpuSmhMbkJrWmc9PS5wZGY=
02d8	sem_louvor	·	criar_praise	Cifra	Onde está				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlQyNWtaU0JsYzNURG9TOURhV1p5WVM1d1pHWT0ucGRm
02d9	faltante	·	adicionar_material	Cifra	Onde está Jesus		nome	88d3b0d4	adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlQyNWtaU0JsYzNURG9TQktaWE4xY3k5RGFXWnlZUzV3WkdZPS5wZGY=
02db	sem_louvor	✓	criar_praise	Cifra	Oração				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlQzSmh3NmZEbzI4dlEybG1jbUV1Y0dSbS5wZGY=
02dc	faltante	·	adicionar_material	Cifra	Oração do pastor		nome	10c1f2b7	adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlQzSmh3NmZEbzI4Z1pHOGdjR0Z6ZEc5eUwwTnBabkpoTG5Ca1pnPT0ucGRm
02dd	ambiguo	✓	nao_levar	Partitura	Os Céus Proclamam		num+slug		Não precisa levar	QXZ1bHNvcy83MzAucGRm
02df	media	·	adicionar_material	Cifra	Os céus declaram a glória de Deus		nome~	54a6c7c5	adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlQzTWdZOE9wZFhNZ1pHVmpiR0Z5WVcwZ1lTQm5iTU96Y21saElHUmxJRVJsZFhNdlEybG1jbUV1Y0dSbS5wZGY=
02e0	sem_louvor	✓	criar_praise	Cifra	Os céus manifestam				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlQzTWdZOE9wZFhNZ2JXRnVhV1psYzNSaGJTOURhV1p5WVM1d1pHWT0ucGRm
02e1	ambiguo	✓	nao_levar	Cifra	Os céus proclamam		num+slug		Não precisa levar	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlQzTWdZOE9wZFhNZ2NISnZZMnhoYldGdEwwTnBabkpoTG5Ca1pnPT0ucGRm
02e2	media	·	manter_coldigom	Cifra	Os olhos da fé		num+slug+kind-unico	8572ab1e	manter do coldigom	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlQzTWdiMnhvYjNNZ1pHRWdac09wTDBOcFpuSmhMbkJrWmc9PS5wZGY=
02e3	ambiguo	✓	nao_levar	Cifra	Os teus anjos te exaltam		num	354f6685	Não precisa levar	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlQzTWdkR1YxY3lCaGJtcHZjeUIwWlNCbGVHRnNkR0Z0TDBOcFpuSmhMbkJrWmc9PS5wZGY=
02e4	ambiguo	✓	nao_levar	Partitura	Ouve, Pois, Israel		num	8e256459	Não precisa levar	QXZ1bHNvcy83MzkucGRm
02e5	ambiguo	✗	criar_praise	Cifra	Ouve-se a voz do Senhor		nome~	8bb2d131	Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlQzVjJaUzF6WlNCaElIWnZlaUJrYnlCVFpXNW9iM0l2UTJsbWNtRXVjR1JtLnBkZg==
02e6	ambiguo	✓	(sem texto)	Partitura	Ouvi Como Que a Voz		num			QXZ1bHNvcy83NDIucGRm
02e7	ambiguo	✓	nao_levar	Cifra	Ouvi como que a voz		num		Não precisa levar	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlQzVjJhU0JqYjIxdklIRjFaU0JoSUhadmVpOURhV1p5WVM1d1pHWT0ucGRm
02e9	ambiguo	✓	(sem texto)	Partitura	Ouvi, ó Céus e Falarei		num+slug			QXZ1bHNvcy83NDYucGRm
02ea	ambiguo	·	manter_coldigom	Cifra	Ouço o som		num+slug	2c45f590	manter do coldigom	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlQzWERwMjhnYnlCemIyMHZRMmxtY21FdWNHUm0ucGRm
02eb	sem_louvor	·	criar_praise	Cifra	Pai				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVHRnBMME5wWm5KaExuQmtaZz09LnBkZg==
02ec	ambiguo	✓	(sem texto)	Partitura	Pai Nosso (Coro Masculino)		num			QXZ1bHNvcy8xMTMyLnBkZg==
02ee	sem_louvor	·	criar_praise	Cifra	Pai andei distante				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVHRnBJR0Z1WkdWcElHUnBjM1JoYm5SbEwwTnBabkpoTG5Ca1pnPT0ucGRm
02ef	sem_louvor	·	criar_praise	Cifra	Pai da vida				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVHRnBJR1JoSUhacFpHRXZRMmxtY21FdWNHUm0ucGRm
02f0	sem_louvor	·	criar_praise	Cifra	Pai nosso				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVHRnBJRzV2YzNOdkwwTnBabkpoTG5Ca1pnPT0ucGRm
02f1	sem_louvor	·	criar_praise	Cifra	Pai reunidos estamos				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVHRnBJSEpsZFc1cFpHOXpJR1Z6ZEdGdGIzTXZRMmxtY21FdWNHUm0ucGRm
02f2	media	✓	(sem texto)	Partitura	Pai, Reunidos Estamos (Aleluia Ao Cordeiro)		hash-so	8dc296fa		QXZ1bHNvcy8wNzYucGRm
02f3	sem_louvor	·	criar_praise	Cifra	Pai, que tua luz				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVHRnBMQ0J4ZFdVZ2RIVmhJR3gxZWk5RGFXWnlZUzV3WkdZPS5wZGY=
02f4	ambiguo	✗	criar_praise	Cifra	Pai, quem me dera		nome~	94262c10	Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVHRnBMQ0J4ZFdWdElHMWxJR1JsY21FdlEybG1jbUV1Y0dSbS5wZGY=
02f5	sem_louvor	·	criar_praise	Cifra	Palavras				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVHRnNZWFp5WVhNdlEybG1jbUV1Y0dSbS5wZGY=
02f6	sem_louvor	·	criar_praise	Cifra	Para sempre te amarei				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVHRnlZU0J6Wlcxd2NtVWdkR1VnWVcxaGNtVnBMME5wWm5KaExuQmtaZz09LnBkZg==
02f7	sem_louvor	·	criar_praise	Cifra	Passarão, passarei				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVHRnpjMkZ5dzZOdkxDQndZWE56WVhKbGFTOURhV1p5WVM1d1pHWT0ucGRm
02f8	media	·	criar_praise	Partitura	Pastor De Israel (Pai Que Estás No Céu)		hash-so	797e9106	Criar praise e adicionar como Cifra	QXZ1bHNvcy82MDYucGRm
02f9	sem_louvor	·	criar_praise	Cifra	Paz lhe deixarei				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVHRjZJR3hvWlNCa1pXbDRZWEpsYVM5RGFXWnlZUzV3WkdZPS5wZGY=
02fa	ambiguo	·	nao_levar	Cifra	Pega tua parte		nome~	719dcabc	Não precisa levar	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVHVm5ZU0IwZFdFZ2NHRnlkR1V2UTJsbWNtRXVjR1JtLnBkZg==
02fb	sem_louvor	·	adicionar_junto_com	Partitura	Pegue a tua parte				adiciona como Choir junto com 02fa	MzAxMDIwMjUvUGVndWUgYSB0dWEgcGFydGUgLSBWb2NhbC5wZGY=
02fd	ambiguo	·	nao_levar	Partitura	Pelas Maravilhas		nome	99aa7749	Não precisa levar	QXZ1bHNvcy83NTkucGRm
02fe	media	·	nao_levar	Cifra	Pelas maravilhas		nome+kind-unico	99aa7749	Não precisa levar	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVHVnNZWE1nYldGeVlYWnBiR2hoY3k5RGFXWnlZUzV3WkdZPS5wZGY=
0300	faltante	·	adicionar_material	Cifra	Pelo vale escuro		nome	5d6e4bc5	adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVHVnNieUIyWVd4bElHVnpZM1Z5Ynk5RGFXWnlZUzV3WkdZPS5wZGY=
0301	media	·	adicionar_material	Partitura	Pendurado no Madeiro		nome+kind-unico	195a6eec	adicionar como choir	QXZ1bHNvcy83NjQucGRm
0302	faltante	·	adicionar_material	Cifra	Pendurado no madeiro		nome	195a6eec	adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVHVnVaSFZ5WVdSdklHNXZJRzFoWkdWcGNtOHZRMmxtY21FdWNHUm0ucGRm
0303	media	·	nao_levar	Cifra	Perante a Tua grandeza		num+slug+kind-unico	7af3cf4e	não precisa levar	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVHVnlZVzUwWlNCaElGUjFZU0JuY21GdVpHVjZZUzlEYVdaeVlTNXdaR1k9LnBkZg==
0306	ambiguo	✓	(sem texto)	Partitura	Perfeito Amor Eu Conheci		num	b2d48a69		QXZ1bHNvcy83NjcucGRm
0307	sem_louvor	·	criar_praise	Cifra	Pertences a mim				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVHVnlkR1Z1WTJWeklHRWdiV2x0TDBOcFpuSmhMbkJrWmc9PS5wZGY=
0308	ambiguo	✗	criar_praise	Cifra	Perto quero estar		nome~	8bcd44ec	Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVHVnlkRzhnY1hWbGNtOGdaWE4wWVhJdlEybG1jbUV1Y0dSbS5wZGY=
0309	media	·	nao_levar	Cifra	Pilares de um cristão		nome+kind-unico	5e2371e3	Não precisa levar	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlVHbHNZWEpsY3lCa1pTQjFiU0JqY21semRNT2pieTlEYVdaeVlTNXdaR1k9LnBkZg==
030a	media	✓	(sem texto)	Partitura	Por Onde Quer Que Tu Fores (Cântico De Rute)		hash-so	6e4ae024		QXZ1bHNvcy83NzAucGRm
