short_id	faixa	marca	classe	categoria	nome	numero	evidencias	praise	texto	pdf_id
0183	media	✓	criar_praise	Cifra	Eu quero amá-lo mais		nome~	99520464	Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlJYVWdjWFZsY204Z1lXM0RvUzFzYnlCdFlXbHpMME5wWm5KaExuQmtaZz09LnBkZg==
0184	sem_louvor	✓	criar_praise	Cifra	Eu quero ir também				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlJYVWdjWFZsY204Z2FYSWdkR0Z0WXNPcGJTOURhV1p5WVM1d1pHWT0ucGRm
0185	ambiguo	✓	criar_praise	Cifra	Eu sei Senhor		nome~		Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlJYVWdjMlZwSUZObGJtaHZjaTlEYVdaeVlTNXdaR1k9LnBkZg==
0186	ambiguo	✓	nao_levar	Cifra	Eu sirvo um Deus		num+slug	ec5a9dce	Não precisa levar	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlJYVWdjMmx5ZG04Z2RXMGdSR1YxY3k5RGFXWnlZUzV3WkdZPS5wZGY=
0187	sem_louvor	✓	criar_praise	Cifra	Eu só quero estar				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlJYVWdjOE96SUhGMVpYSnZJR1Z6ZEdGeUwwTnBabkpoTG5Ca1pnPT0ucGRm
0188	media	✓	criar_praise	Cifra	Eu te amei		nome~+kind-unico	e348833a	Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlJYVWdkR1VnWVcxbGFTOURhV1p5WVM1d1pHWT0ucGRm
0189	sem_louvor	✓	criar_praise	Cifra	Eu te amo (Senhor, venho hoje)				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlJYVWdkR1VnWVcxdklDaFRaVzVvYjNJc0lIWmxibWh2SUdodmFtVXBMME5wWm5KaExuQmtaZz09LnBkZg==
018a	sem_louvor	✓	criar_praise	Cifra	Eu te amo mais que a abelha ama a flor				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlJYVWdkR1VnWVcxdklHMWhhWE1nY1hWbElHRWdZV0psYkdoaElHRnRZU0JoSUdac2IzSXZRMmxtY21FdWNHUm0ucGRm
018b	sem_louvor	✓	criar_praise	Cifra	Eu tomo posse				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlJYVWdkRzl0YnlCd2IzTnpaUzlEYVdaeVlTNXdaR1k9LnBkZg==
018c	sem_louvor	✓	criar_praise	Cifra	Eu verei (um milagre em minha vida)				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlJYVWdkbVZ5WldrZ0tIVnRJRzFwYkdGbmNtVWdaVzBnYldsdWFHRWdkbWxrWVNrdlEybG1jbUV1Y0dSbS5wZGY=
018d	sem_louvor	✓	criar_praise	Cifra	Eu viverei por ti				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlJYVWdkbWwyWlhKbGFTQndiM0lnZEdrdlEybG1jbUV1Y0dSbS5wZGY=
018e	sem_louvor	✓	criar_praise	Cifra	Eu vivo sempre a cantar				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlJYVWdkbWwyYnlCelpXMXdjbVVnWVNCallXNTBZWEl2UTJsbWNtRXVjR1JtLnBkZg==
018f	sem_louvor	✓	criar_praise	Cifra	Eu vos escolhi				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlJYVWdkbTl6SUdWelkyOXNhR2t2UTJsbWNtRXVjR1JtLnBkZg==
0190	ambiguo	✗	criar_praise	Cifra	Eu vou cantar na glória		nome~	4d8e9f4a	Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlJYVWdkbTkxSUdOaGJuUmhjaUJ1WVNCbmJNT3pjbWxoTDBOcFpuSmhMbkJrWmc9PS5wZGY=
0191	faltante	✓	adicionar_material	Cifra	Exaltado		nome	e057d608	adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlJYaGhiSFJoWkc4dlEybG1jbUV1Y0dSbS5wZGY=
0192	alta	✓	(sem texto)	Partitura	Exaltado, ó Deus, Seja o Teu Nome		nome+hash	6d348daa		QXZ1bHNvcy8zNjAucGRm
0193	ambiguo	✓	nao_levar	Cifra	Existe um lar		num	aeab0670	Não precisa levar	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlJYaHBjM1JsSUhWdElHeGhjaTlEYVdaeVlTNXdaR1k9LnBkZg==
0194	sem_louvor	✓	criar_praise	Cifra	Existe uma Estrela a brilhar				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlJYaHBjM1JsSUhWdFlTQkZjM1J5Wld4aElHRWdZbkpwYkdoaGNpOURhV1p5WVM1d1pHWT0ucGRm
0195	faltante	✓	adicionar_material	Cifra	Expirou!		num+slug	8f299167	adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlJYaHdhWEp2ZFNFdlEybG1jbUV1Y0dSbS5wZGY=
0196	sem_louvor	✓	criar_praise	Cifra	Fala Senhor				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlJtRnNZU0JUWlc1b2IzSXZRMmxtY21FdWNHUm0ucGRm
0197	sem_louvor	✓	criar_praise	Cifra	Fala Senhor que o teu servo ouve				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlJtRnNZU0JUWlc1b2IzSWdjWFZsSUc4Z2RHVjFJSE5sY25adklHOTFkbVV2UTJsbWNtRXVjR1JtLnBkZg==
0199	media	✓	criar_praise	Cifra	Falar com Deus		nome+kind-unico	384dcfba	Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlJtRnNZWElnWTI5dElFUmxkWE12UTJsbWNtRXVjR1JtLnBkZg==
019a	sem_louvor	✓	criar_praise	Cifra	Família				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlJtRnR3NjFzYVdFdlEybG1jbUV1Y0dSbS5wZGY=
019b	alta	✓	(sem texto)	Partitura	Faz De Nós Um		nome+hash	9d9dd7a9		QXZ1bHNvcy8zNzIucGRm
019c	faltante	✓	adicionar_material	Cifra	Faz de nós um		nome	9d9dd7a9	adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlJtRjZJR1JsSUc3RHMzTWdkVzB2UTJsbWNtRXVjR1JtLnBkZg==
019d	faltante	✗	criar_praise	Partitura	Faz-me Lembrar		nome	147a5398	Criar praise e adicionar como Choir	MzAxMDIwMjUvRmF6LW1lIExlbWJyYXIgLSBDb3JvLnBkZg==
019e	alta	✓	(sem texto)	Partitura	Fica Ao Meu Lado (Coro Masculino)		nome+hash	97e460ab		QXZ1bHNvcy8xMDkyLnBkZg==
019f	sem_louvor	·	criar_praise	Cifra	Fico a pensar				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlJtbGpieUJoSUhCbGJuTmhjaTlEYVdaeVlTNXdaR1k9LnBkZg==
01a0	sem_louvor	·	criar_praise	Cifra	Fidelidade				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlJtbGtaV3hwWkdGa1pTOURhV1p5WVM1d1pHWT0ucGRm
01a1	sem_louvor	·	criar_praise	Cifra	Filho é meu				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlJtbHNhRzhndzZrZ2JXVjFMME5wWm5KaExuQmtaZz09LnBkZg==
01a2	sem_louvor	·	criar_praise	Cifra	Filipenses 220-21				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlJtbHNhWEJsYm5ObGN5QXlNakF0TWpFdlEybG1jbUV1Y0dSbS5wZGY=
01a3	media	✓	(sem texto)	Partitura	Finda-se Este Dia		num+slug+kind-unico	d7479c3c		QXZ1bHNvcy8zNzcucGRm
01a4	faltante	✓	adicionar_material	Cifra	Finda-se este dia		num+slug	d7479c3c	adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlJtbHVaR0V0YzJVZ1pYTjBaU0JrYVdFdlEybG1jbUV1Y0dSbS5wZGY=
01a5	faltante	✓	adicionar_material	Cifra	Firme estarei		nome	f68e9263	adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlJtbHliV1VnWlhOMFlYSmxhUzlEYVdaeVlTNXdaR1k9LnBkZg==
01a6	alta	✓	(sem texto)	Partitura	Florescerá		nome+hash	8d782e66		QXZ1bHNvcy8zODIucGRm
01a7	faltante	✓	adicionar_material	Cifra	Fogo renovador		nome	f7667b43	adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlJtOW5ieUJ5Wlc1dmRtRmtiM0l2UTJsbWNtRXVjR1JtLnBkZg==
01a8	ambiguo	✗	match_errado_criar_praise	Cifra	Fonte da vida		num	0a7de57b	Outro louvor criar praise pra ele.	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlJtOXVkR1VnWkdFZ2RtbGtZUzlEYVdaeVlTNXdaR1k9LnBkZg==
01a9	ambiguo	✗	criar_praise	Cifra	Fonte de água viva		nome~	3aadba9f	Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlJtOXVkR1VnWkdVZ3c2Rm5kV0VnZG1sMllTOURhV1p5WVM1d1pHWT0ucGRm
01aa	sem_louvor	·	criar_praise	Cifra	Forasteiro sou				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlJtOXlZWE4wWldseWJ5QnpiM1V2UTJsbWNtRXVjR1JtLnBkZg==
01ab	media	·	manter_coldigom	Cifra	Forte Deus		num+slug+kind-unico	e7aa4e9a	Manter Coldigom	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlJtOXlkR1VnUkdWMWN5OURhV1p5WVM1d1pHWT0ucGRm
01ac	sem_louvor	✓	criar_praise	Cifra	Forte sou				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlJtOXlkR1VnYzI5MUwwTnBabkpoTG5Ca1pnPT0ucGRm
01ad	sem_louvor	✓	criar_praise	Cifra	Fortes, corajosos				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlJtOXlkR1Z6TENCamIzSmhhbTl6YjNNdlEybG1jbUV1Y0dSbS5wZGY=
01ae	media	✓	(sem texto)	Partitura	Força Me Dá (Tudo Pra Mim Tu És)		nome~+hash	29a0f340		QXZ1bHNvcy85ODEucGRm
01af	sem_louvor	✓	criar_praise	Cifra	Fui chamado por Cristo				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlJuVnBJR05vWVcxaFpHOGdjRzl5SUVOeWFYTjBieTlEYVdaeVlTNXdaR1k9LnBkZg==
01b3	faltante	✓	criar_praise	Partitura	Gadareno		nome	edbd8f0d	Criar praise e adicionar como Choir	MzAxMDIwMjUvR2FkYXJlbm8gLSBDb3JvLnBkZg==
01b4	sem_louvor	✓	criar_praise	Cifra	Geração eleita				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlIyVnlZY09udzZOdklHVnNaV2wwWVM5RGFXWnlZUzV3WkdZPS5wZGY=
01b5	faltante	·	nao_levar	Cifra	Glorifica		nome	eb3bc7a2	Não precisa levar	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlIyeHZjbWxtYVdOaEwwTnBabkpoTG5Ca1pnPT0ucGRm
01b6	sem_louvor	✓	criar_praise	Cifra	Glória ao Rei				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlIyekRzM0pwWVNCaGJ5QlNaV2t2UTJsbWNtRXVjR1JtLnBkZg==
01b7	alta	✓	(sem texto)	Partitura	Grande Amor (Coro Masculino)		nome+hash	2696d0cb		QXZ1bHNvcy8xMDk0LnBkZg==
01b8	alta	✓	(sem texto)	Partitura	Grande Amor (Misto)		nome+hash	c48ba585		QXZ1bHNvcy80MDQucGRm
01b9	media	✓	adicionar_material	Cifra	Grande Senhor		nome~+classe	88024eea	adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlIzSmhibVJsSUZObGJtaHZjaTlEYVdaeVlTNXdaR1k9LnBkZg==
01ba	faltante	·	nao_levar	Cifra	Grande amor		nome	1aaa927d	Não precisa levar	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlIzSmhibVJsSUdGdGIzSXZRMmxtY21FdWNHUm0ucGRm
01bb	media	✗	match_errado_criar_praise	Partitura	Grande é o Senhor		num+kind-unico	c0ab98e3	Outro louvor, crie um praise só pra ele	QXZ1bHNvcy8zOTgucGRm
01bc	faltante	✓	adicionar_material	Cifra	Grande é o Senhor (Inclinai-vos)		num+slug	99e2b2b3	adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlIzSmhibVJsSU1PcElHOGdVMlZ1YUc5eUlDaEpibU5zYVc1aGFTMTJiM01wTDBOcFpuSmhMbkJrWmc9PS5wZGY=
01bd	faltante	✓	adicionar_material	Cifra	Grande é o Senhor Santo e Justo		nome	f15fe429	adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlIzSmhibVJsSU1PcElHOGdVMlZ1YUc5eUlGTmhiblJ2SUdVZ1NuVnpkRzh2UTJsbWNtRXVjR1JtLnBkZg==
01be	media	✓	(sem texto)	Partitura	Grande é o Senhor, Digno de Louvor (Meu Deus)		nome~+classe+hash	bac0c676		QXZ1bHNvcy81NDkucGRm
01bf	alta	✓	(sem texto)	Partitura	Grande é o Senhor, Santo e Justo		nome+hash	f15fe429		QXZ1bHNvcy80MDEucGRm
01c0	media	✗	criar_praise	Cifra	Grandes São Senhor Tuas Promessas		nome~	88024eea	Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlIzSmhibVJsY3lCVHc2TnZJRk5sYm1odmNpQlVkV0Z6SUZCeWIyMWxjM05oY3k5RGFXWnlZUzV3WkdZPS5wZGY=
01c1	media	✓	nao_levar	Cifra	Grandes coisas fez o Senhor por nós		nome~	f3471e07	Não precisa levar	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlIzSmhibVJsY3lCamIybHpZWE1nWm1WNklHOGdVMlZ1YUc5eUlIQnZjaUJ1dzdOekwwTnBabkpoTG5Ca1pnPT0ucGRm
01c2	sem_louvor	✓	criar_praise	Cifra	Grandioso Deus				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlIzSmhibVJwYjNOdklFUmxkWE12UTJsbWNtRXVjR1JtLnBkZg==
01c3	sem_louvor	·	criar_praise	Cifra	Grandioso é				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlIzSmhibVJwYjNOdklNT3BMME5wWm5KaExuQmtaZz09LnBkZg==
01c4	media	✗	criar_praise	Cifra	Gratidão (Grandes são, Senhor)		nome~	cb6b0992	Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlIzSmhkR2xrdzZOdklDaEhjbUZ1WkdWeklIUERvMjhzSUZObGJtaHZjaWt2UTJsbWNtRXVjR1JtLnBkZg==
01c5	sem_louvor	·	criar_praise	Cifra	Grato a ti, Senhor				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlIzSmhkRzhnWVNCMGFTd2dVMlZ1YUc5eUwwTnBabkpoTG5Ca1pnPT0ucGRm
01c6	alta	✓	(sem texto)	Partitura	Graças Dou Por Esta Vida		nome+hash	5e93eec3		QXZ1bHNvcy8zOTcucGRm
01c7	media	✗	criar_praise	Cifra	Graças Senhor		nome~	3ddecb58	Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlIzSmh3NmRoY3lCVFpXNW9iM0l2UTJsbWNtRXVjR1JtLnBkZg==
01c8	faltante	✓	adicionar_material	Cifra	Graças dou por esta vida		nome	5e93eec3	adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlIzSmh3NmRoY3lCa2IzVWdjRzl5SUdWemRHRWdkbWxrWVM5RGFXWnlZUzV3WkdZPS5wZGY=
01c9	media	·	manter_coldigom	Cifra	Graças te dou, ó Senhor		nome+kind-unico	87204941	Manter do Coldigom	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlIzSmh3NmRoY3lCMFpTQmtiM1VzSU1PeklGTmxibWh2Y2k5RGFXWnlZUzV3WkdZPS5wZGY=
01ca	alta	✓	(sem texto)	Partitura	Graças, Senhor (Coro Masculino)		nome+hash	3ddecb58		QXZ1bHNvcy8xMDk3LnBkZg==
01cb	media	·	nao_levar	Cifra	Guia-me		nome+kind-unico	608a633b	Não precisa levar	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlIzVnBZUzF0WlM5RGFXWnlZUzV3WkdZPS5wZGY=
01cc	media	·	nao_levar	Partitura	Guia-me		nome+kind-unico	608a633b	Não precisa levar	QXZ1bHNvcy80MTUucGRm
01ce	media	✓	(sem texto)	Partitura	Hoje Estamos Na Presença (Louvamos-te)		nome~+hash	425f71b6		QXZ1bHNvcy81MDYucGRm
01cf	media	✓	(sem texto)	Partitura	Hoje O Mundo Espera (O Amor De Deus Não Muda)		nome~+hash	d8fc6222		QXZ1bHNvcy82MTgucGRm
01d0	sem_louvor	✓	criar_praise	Cifra	Hoje aqui				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlNHOXFaU0JoY1hWcEwwTnBabkpoTG5Ca1pnPT0ucGRm
01d1	faltante	✓	adicionar_material	Cifra	Hoje eu descobri		nome	1b556326	adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlNHOXFaU0JsZFNCa1pYTmpiMkp5YVM5RGFXWnlZUzV3WkdZPS5wZGY=
01d2	alta	✓	(sem texto)	Partitura	Hoje eu descobri		nome+hash	1b556326		MDYxMTIwMjUvSG9qZSBldSBkZXNjb2JyaS9QYXJ0aXR1cmEucGRm
01d3	sem_louvor	✓	criar_praise	Cifra	Hoje é o dia do seu aniversário				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlNHOXFaU0REcVNCdklHUnBZU0JrYnlCelpYVWdZVzVwZG1WeWM4T2hjbWx2TDBOcFpuSmhMbkJrWmc9PS5wZGY=
01d4	sem_louvor	✓	criar_praise	Cifra	Hoje é o seu aniversário				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlNHOXFaU0REcVNCdklITmxkU0JoYm1sMlpYSnp3NkZ5YVc4dlEybG1jbUV1Y0dSbS5wZGY=
01d5	faltante	✗	criar_praise	Cifra	Honra e glória ao Cordeiro		nome	73794e27	Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlNHOXVjbUVnWlNCbmJNT3pjbWxoSUdGdklFTnZjbVJsYVhKdkwwTnBabkpoTG5Ca1pnPT0ucGRm
01d6	sem_louvor	·	criar_praise	Cifra	Hosana ao criador				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlNHOXpZVzVoSUdGdklHTnlhV0ZrYjNJdlEybG1jbUV1Y0dSbS5wZGY=
01db	ambiguo	✓	(sem texto)	Partitura	Há Um Povo Que Te Adora		num+slug			QXZ1bHNvcy80MjIucGRm
01dc	alta	✓	(sem texto)	Partitura	Há Uma Pátria No Além (Coro Masculino)		nome+hash	4ae05f24		QXZ1bHNvcy8xMTAwLnBkZg==
01dd	media	✓	nao_levar	Cifra	Há esperança		nome+kind-unico	7a2080b1	Não precisa levar	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlNNT2hJR1Z6Y0dWeVlXN0RwMkV2UTJsbWNtRXVjR1JtLnBkZg==
01de	media	✓	nao_levar	Cifra	Há um maior conosco (II Crônicas 327-8)		nome~+kind-unico	d27c80a2	Não precisa levar	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlNNT2hJSFZ0SUcxaGFXOXlJR052Ym05elkyOGdLRWxKSUVOeXc3UnVhV05oY3lBek1qY3RPQ2t2UTJsbWNtRXVjR1JtLnBkZg==
01df	ambiguo	✓	nao_levar	Cifra	Há um povo que te adora		num+slug		Não precisa levar	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlNNT2hJSFZ0SUhCdmRtOGdjWFZsSUhSbElHRmtiM0poTDBOcFpuSmhMbkJrWmc9PS5wZGY=
01e0	media	✓	adicionar_material	Cifra	Há um óleo que procede		nome~	7567db30	adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlNNT2hJSFZ0SU1PemJHVnZJSEYxWlNCd2NtOWpaV1JsTDBOcFpuSmhMbkJrWmc9PS5wZGY=
01e1	media	✓	adicionar_junto_com	Cifra	Há uma Pátria no Além		nome~	4ae05f24	adicionar como Cifra junto com 01dc	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlNNT2hJSFZ0WVNCUXc2RjBjbWxoSUc1dklFRnN3Nmx0TDBOcFpuSmhMbkJrWmc9PS5wZGY=
01e2	sem_louvor	✓	criar_praise	Cifra	Há unção neste lugar				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlNNT2hJSFZ1dzZmRG8yOGdibVZ6ZEdVZ2JIVm5ZWEl2UTJsbWNtRXVjR1JtLnBkZg==
01e3	ambiguo	·	nao_levar	Cifra	Imutável Deus		num+slug	68625c52	Não precisa levar	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlNXMTFkTU9oZG1Wc0lFUmxkWE12UTJsbWNtRXVjR1JtLnBkZg==
01e4	ambiguo	✓	(sem texto)	Partitura	Inda é longe Canaã (O caminho é longo e mau)		nome~	4ef7d8bc		QXZ1bHNvcy9FTERNMDQyMDI1IC0gSW5kYSBlIGxvbmdlIENhbmFhIChPIGNhbWluaG8gZSBsb25nbyBlIG1hdSkgLSBDb3JvLnBkZg==
01e5	media	·	nao_levar	Cifra	Jardim de oração		nome+kind-unico	0ec22a6b	Não precisa levar	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlNtRnlaR2x0SUdSbElHOXlZY09udzZOdkwwTnBabkpoTG5Ca1pnPT0ucGRm
01e6	faltante	✓	adicionar_material	Cifra	Jerusalém		nome	94cadcd8	adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlNtVnlkWE5oYk1PcGJTOURhV1p5WVM1d1pHWT0ucGRm
01e7	ambiguo	✓	(sem texto)	Partitura	Jerusalém Eterna		num	562c9834		QXZ1bHNvcy80NTAucGRm
01e8	media	✓	nao_levar	Partitura	Jerusalém Excelsa		num+kind-unico	cea87217	Não precisa levar	QXZ1bHNvcy80NjAucGRm
01e9	faltante	·	adicionar_material	Cifra	Jerusalém de ouro		nome	93e5b296	adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlNtVnlkWE5oYk1PcGJTQmtaU0J2ZFhKdkwwTnBabkpoTG5Ca1pnPT0ucGRm
01eb	sem_louvor	✓	criar_praise	Cifra	Jesus Glorificado				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlNtVnpkWE1nUjJ4dmNtbG1hV05oWkc4dlEybG1jbUV1Y0dSbS5wZGY=
01ec	media	✓	adicionar_material	Partitura	Jesus Me Ama		num+slug+kind-unico	af9f7d88	Adicionar como choir	MDYxMTIwMjUvSmVzdXMgTWUgQW1hL1BhcnRpdHVyYS5wZGY=
01ee	sem_louvor	·	criar_praise	Cifra	Jesus Nazareno				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlNtVnpkWE1nVG1GNllYSmxibTh2UTJsbWNtRXVjR1JtLnBkZg==
01ef	media	✓	adicionar_material	Partitura	Jesus Tão Belo		num+kind-unico	244e1768	Adicionar como Choir	QXZ1bHNvcy80NzgucGRm
01f0	sem_louvor	✓	criar_praise	Cifra	Jesus Virá				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlNtVnpkWE1nVm1seXc2RXZRMmxtY21FdWNHUm0ucGRm
01f4	ambiguo	✓	nao_levar	Cifra	Jesus a luz divina		num+slug	9ca6dfcb	Está certo, mas não precisa levar pro coldigom	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlNtVnpkWE1nWVNCc2RYb2daR2wyYVc1aEwwTnBabkpoTG5Ca1pnPT0ucGRm
01f5	sem_louvor	✓	criar_praise	Cifra	Jesus em breve				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlNtVnpkWE1nWlcwZ1luSmxkbVV2UTJsbWNtRXVjR1JtLnBkZg==
01f6	media	·	nao_levar	Cifra	Jesus irá voltar		num+slug+kind-unico	c01e9d65	Não precisa levar	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlNtVnpkWE1nYVhMRG9TQjJiMngwWVhJdlEybG1jbUV1Y0dSbS5wZGY=
01f7	sem_louvor	·	criar_praise	Cifra	Jesus passou seu sangue aqui				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlNtVnpkWE1nY0dGemMyOTFJSE5sZFNCellXNW5kV1VnWVhGMWFTOURhV1p5WVM1d1pHWT0ucGRm
01f8	faltante	✓	adicionar_material	Cifra	Jesus sempre te amo		nome	c1d7f547	adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlNtVnpkWE1nYzJWdGNISmxJSFJsSUdGdGJ5OURhV1p5WVM1d1pHWT0ucGRm
01f9	media	✓	manter_coldigom	Partitura	Jesus sempre te amo		nome+kind-unico	c1d7f547	Manter a do coldigom	QXZ1bHNvcy80NzkucGRm
01fa	media	✓	adicionar_material	Cifra	Jesus vem logo		nome~	cfa491fc	adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlNtVnpkWE1nZG1WdElHeHZaMjh2UTJsbWNtRXVjR1JtLnBkZg==
01fb	sem_louvor	✓	criar_praise	Cifra	Jesus é o lugar em que me escondo				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlNtVnpkWE1ndzZrZ2J5QnNkV2RoY2lCbGJTQnhkV1VnYldVZ1pYTmpiMjVrYnk5RGFXWnlZUzV3WkdZPS5wZGY=
